x,y
4.426038341,4.366433888
3.805005722,2.98244381
5.061687377,5.601965873
6.8632651,6.466108372
4.66033268,4.896591459
4.04802625,6.381891093
4.369239415,6.426137125
5.019911219,4.238540106
5.288132704,5.549585443
4.852732548,5.677776917
4.597172566,4.549708369
3.886479115,6.520816205
5.825341906,5.240090542
5.949250826,5.590265635
5.244927471,5.484451646
4.387670024,4.99382516
5.256270612,5.798927622
5.277653363,3.621018393
5.293858883,6.4257864
6.320052861,5.410583243
6.55395064,4.180114985
5.452064877,3.431509969
5.440327999,4.163740017
6.601895771,4.990065311
4.847917252,3.840045276
5.468748706,4.616010727
6.130437013,5.395209808
6.491084958,5.367882746
5.478949189,5.099333444
4.696270925,4.396532519
6.576615473,5.158413417
5.104265059,6.039281185
6.703795757,6.664823732
4.374235185,3.969158689
3.246167889,6.916994347
5.005403685,5.892393338
4.661663872,6.210874101
4.790600491,3.687451469
5.105986613,3.775770792
5.098954534,4.704271667
4.614799236,5.838864571
5.486356125,6.955657632
4.308634158,5.057393017
3.975883538,4.866593377
4.926093009,4.686265784
3.555393325,5.024647155
4.284173581,4.926201259
4.938693344,4.545593394
3.284103873,5.496045282
3.081760923,4.398631138
5.359245255,4.049246683
6.027907265,6.136731521
3.301952973,4.32968923
3.396344814,5.96854542
4.611535792,4.92827044
4.698255242,4.569819449
3.61293852,5.150660803
4.694134233,5.509948691
4.545425505,3.89052275
2.902347602,3.787742583
5.685155365,4.897305077
5.428724277,4.062566807
5.975487509,4.492307585
3.850586051,4.551812229
5.164720919,5.166767812
6.260830536,4.474880301
5.488652093,4.094701599
5.020699159,5.408167558
6.209899722,4.700845089
4.086215772,3.22809457
4.732433724,5.906044071
5.37754735,2.496701721
6.756737986,5.40792867
4.662908609,6.502416003
5.051766317,4.886393479
5.633842049,3.259162417
3.376162353,3.88882653
5.686982306,4.802788124
5.149506294,4.786269711
4.446358967,4.516903352
3.517130303,5.586332151
4.9310135,7.189550692
5.50165458,5.388273019
5.846392615,6.207394187
4.95181308,6.114472852
5.032655959,6.595278278
3.94355698,5.179528486
4.724322836,4.588316247
4.909781218,5.667297334
7.465327733,2.989902135
4.446148412,5.998142196
5.085792662,5.912311348
4.415104346,5.499526705
4.787247113,4.673832053
4.080906705,5.748439001
6.196816654,5.097501875
5.416943102,5.783247476
2.678950005,5.808964403
3.436234432,4.654827487
5.442562903,4.636698198
6.21128383,5.378291643
5.705709608,5.841033541
5.875668956,6.106034234
5.891740287,6.540684965
5.543649541,5.682494879
3.76668876,5.007829956
5.808446915,6.684399502
5.416038216,3.650368118
5.895228103,5.364393569
6.294405223,5.005792915
3.673502723,5.018524408
4.389633202,5.982790367
3.701976701,4.218727676
4.073162682,6.03921395
6.743676348,4.535977752
5.742489156,4.211031906
4.249294159,5.760764575
5.993494774,5.338173611
4.56696884,6.42516618
7.675619581,5.345246285
3.555461276,5.05610053
4.29054022,4.986030907
5.616924594,5.461122987
4.836377729,5.537011008
4.846654982,4.851036393
4.988594735,4.790412266
7.050204833,4.308250045
4.352578168,3.392368024
5.256189162,3.188641198
4.955106854,6.890096876
6.46213529,6.57426596
4.501294565,3.256429823
4.586171488,4.957000292
4.732324246,7.285278868
3.598293143,5.505944891
6.647187223,6.013835539
5.742144602,6.528377755
5.641575583,3.552867185
4.480764033,4.256891648
5.4140179,5.653943029
4.409757256,5.095992995
4.99967346,4.278495593
4.272573743,5.553677681
5.812640358,6.034422102
5.248478769,3.997980783
4.712686324,4.805754433
5.728276841,5.029536015
2.820686532,3.913580259
5.512724541,5.844594566
4.830833412,6.462769875
5.738080029,4.474687852
4.585605142,5.488143371
3.649884871,4.864953924
3.547994867,5.482100247
3.847839875,4.791265691
4.810203532,4.473616416
5.876956306,4.36754156
6.001016471,4.787418128
5.726739944,5.369023882
4.542228284,4.936772155
5.22246922,4.43849004
7.599944096,5.032832004
6.288315507,5.082136583
4.514962403,4.800725026
6.473842136,4.745941392
3.735209219,6.369706384
4.458112953,3.915451108
5.02666908,3.973404748
4.151306646,5.320408931
5.450884961,3.040551552
5.347677218,5.934619285
5.62896435,2.972835229
5.041716792,3.498462187
4.646543253,5.773270993
7.048278737,2.505593155
5.35248885,3.233537285
4.674556918,5.448023792
3.986274845,3.074007513
5.189696709,4.965968896
5.433433927,5.027473608
4.479457508,5.163972425
3.773968326,4.528653682
6.596040603,3.276396544
5.206836645,1.476920306
5.765865055,6.101709766
3.638981187,3.111769364
6.88337045,7.966287214
3.691884497,4.940883834
5.686068388,5.434854909
6.129254369,5.314956389
6.797424126,5.345601669
5.854543729,4.758065011
6.057996934,5.468179509
6.902600413,3.292275442
6.640007486,4.672640864
3.792979573,6.682818892
5.579140958,3.96775337
4.281991587,3.955047079
4.184096118,4.738576511
4.826557035,4.898992073
2.954005697,4.602123258
5.671978032,5.446297425
5.302782462,5.260318831
6.503656792,4.639071419
3.599769902,3.958781591
4.544324768,5.054747912
5.119338105,6.166212844
6.51828484,5.644768854
4.634304106,4.062268514
4.801149627,4.624910905
4.996287659,4.281379285
2.783728937,2.586867037
3.067841311,0.410728422
2.524248315,0.948146616
-0.121055322,1.11655855
-0.288754764,0.173573059
0.789768264,2.077147018
-0.216468348,1.49842957
0.360180462,2.086181928
0.772172016,2.211037298
-0.009454396,1.802814118
-1.140934881,0.105995226
-0.958116761,1.889303688
1.073799581,2.269524791
1.052353864,2.437461898
-0.476845019,2.354338702
1.471364104,2.14893966
-0.175665428,-0.005732188
2.833777778,0.320162854
1.392692418,0.280028305
1.9735376,2.805558971
-1.179405913,1.089704098
2.56802291,0.199273151
0.006658178,1.503573359
0.79233597,0.784768287
0.841763059,2.399566456
1.171320805,1.629120372
0.859006926,2.606765825
2.411546824,0.384689988
1.470514615,-1.025640743
1.257341195,0.322393668
0.598539592,1.068099982
1.366460913,2.296604065
0.539973823,0.090312029
-0.822408548,1.056774958
1.810370766,0.905031761
1.207628176,-0.875966697
2.130164104,1.065375884
0.839289702,-0.244713189
2.234919224,1.069412285
-1.427924963,0.683855151
0.402441909,1.64943092
-0.228530872,1.279845042
0.127394393,3.247997252
0.813874451,2.147324826
1.171098562,0.821737303
1.777929903,0.306531539
0.849570578,2.852309223
2.942570486,0.259060272
1.737821394,0.691452686
-0.654269812,0.53260354
1.604118283,1.503593412
0.255107262,0.810432745
-0.208542226,0.078899923
1.595966947,1.962272883
2.646974267,-0.494808982
-0.843573798,1.660754322
2.967548912,-0.088996641
2.699027619,-0.23725019
-0.360153882,0.25297859
1.038545394,0.602076132
0.961357079,0.928265554
2.145615162,0.138607972
1.610169689,2.183189428
1.512209475,0.483633903
1.138297116,1.628037422
-0.155937558,1.123564344
1.831114319,0.156960485
0.835285729,1.006354144
2.088136975,2.469030403
1.34124425,2.315258027
2.918585202,1.397419938
1.881580789,0.29635719
2.194523346,-0.054124046
1.637705995,0.140008429
1.709358701,1.523984846
0.550216431,0.632133753
-0.502714535,1.845956059
1.436951397,1.69029806
0.061602371,0.284664574
-0.601986078,2.73811489
0.405332036,-0.199475336
1.9148447,1.201063112
1.698615835,0.464665001
-0.504023144,2.008276159
1.158606809,1.745712698
0.2856254,0.221559428
1.448774349,1.276415855
1.286251633,0.603958064
1.553251943,1.386748633
0.450469545,-0.430391556
1.196143589,2.057078439
-0.055755616,0.966796195
1.733059517,1.624783721
0.381564617,0.481921924
-1.599657304,1.283119357
2.070073761,-0.962138924
0.236564634,0.309149208
1.177328964,-0.058385074
1.637413345,-0.193547346
0.111142045,1.548138949
-0.409289731,0.04558374
1.944392826,-0.835747038
0.739757559,0.150232334
0.819976926,-0.746163751
1.114230518,1.640412384
1.685535866,0.984858708
1.321726234,0.124123338
1.079535286,1.136240594
1.728170295,0.187501712
1.854579413,-0.14410163
1.721297749,1.570512584
0.385878207,1.665548595
2.095486569,1.424769124
0.45739763,1.41304783
1.149527837,-0.164536063
1.430486363,0.121543602
0.020389134,1.171701389
-0.499326648,0.705384524
0.47315913,1.079745454
-0.073208364,0.622828051
0.53103818,1.766770033
1.28957849,-0.513124231
1.781862296,1.588871657
1.987522155,0.335583722
-0.235570756,0.321070352
1.282384797,1.957433013
1.500931388,0.655640021
1.777079657,-0.258620462
0.470554726,2.733496299
0.553346382,1.03720878
0.144227364,0.573813045
-0.850765925,2.907841898
0.418516038,1.050701103
1.366416525,0.033452329
2.309776757,-0.928262691
0.209723748,1.18656819
0.805695605,1.552395102
0.915532019,2.074550619
1.906969169,0.617402106
-0.098046341,0.609287518
-0.660988099,1.4253242
0.780041272,0.188119552
2.070417034,0.995236769
1.177760203,2.520037645
-1.644390936,-0.546357356
3.112368817,0.39692848
-0.8170492,0.851889646
1.58786381,-0.751591319
-1.156499368,-0.165741131
0.156471357,0.921138881
1.256866695,1.105093333
2.090094754,1.317684145
1.194151903,-1.142836918
1.423875073,1.935559635
-0.086069317,0.586114141
0.242433581,2.033094638
1.600499498,1.661839005
1.553858677,-0.108830672
0.185030675,3.814442565
2.964955701,-0.143725659
-1.071037754,1.872027234
2.13971376,2.37256635
2.048626571,1.388648175
-0.816205962,-0.089707914
1.472929404,0.623074572
-0.655556,0.310958915
0.96285595,0.919944382
1.354517353,1.019950401
1.780049489,-0.218370938
-0.038805244,1.168455522
1.808520904,0.704601718
1.534187349,1.617136178
0.386176919,1.20162395
0.176610522,0.683355745
1.202644808,-1.811275525
0.849796978,0.955331044
2.531844507,0.783251504
3.800217301,0.563318194
0.90741336,1.556447339
1.100768512,1.84867677
0.945348757,0.407382383
0.929094812,2.537092649
1.859129994,-0.158972399
1.27420171,0.812831289
1.14892028,1.027797258
1.32984354,1.887425463
3.23363499,0.274608363
1.572523915,0.864590745
1.596476265,0.303469047
1.012665719,0.172511539
1.819598997,-0.264716748
0.819806187,1.374405416
0.707164734,1.682514991
-0.986572382,1.171808641
2.172823251,1.486702862
1.924790294,0.353186636
3.390886787,0.312811536
0.10187403,0.969259777
-1.479873471,0.465208179
1.018067048,1.19955448
1.096495222,1.10098664
1.20294119,0.037982692
0.981600787,-0.051131206
1.315554891,0.631746378
0.789622493,-1.780875776
1.181382252,2.303620287
0.821757634,0.803786986
0.495287599,1.536909842
1.482198314,-0.575517375
1.259840625,-0.809598043
3.122598924,-0.254073072
1.515083232,-0.287704327
0.165415968,2.030679956
0.566775303,1.067616994
2.859942967,1.972510648
0.200323688,1.665968045
1.597751879,0.096887391
2.400782569,1.180752114
1.257841921,-0.079527987
2.512228594,1.466037632
0.700191261,1.469320762
1.352873499,0.16547334
0.910571395,0.649134889
1.615127712,2.677888841
-0.425900833,1.114678889
-1.864212603,2.30097823
1.196809981,0.221300566
-0.713049378,0.369913894
-0.191166665,0.663865646
-0.190558113,0.887772696
2.533488961,-0.605896029
0.662694057,1.062521266
1.796917673,0.456715309
1.345427341,-0.646286252
1.886232254,0.313641988
1.578550913,0.025783688
0.674593658,-0.221699734
-0.005982936,1.183243806
0.733667516,0.250601111
1.411497911,0.15777027
1.298748307,0.363331865
1.361309248,0.030370257
2.285916614,1.135994559
2.268911393,0.778227205
0.629138356,3.787863266
2.162699211,1.44685879
-0.366666722,2.600215365
0.737609475,0.733790428
1.03300526,-0.779383821
0.692921721,2.078798636
-1.009944562,2.142404239
0.530496645,1.589996594
0.62681889,-0.650040076
2.29123092,1.315075817
2.057246185,2.857588525
0.369561539,2.339733654
1.129011766,1.990607172
-0.299959305,1.488963938
1.322034922,-0.723458162
1.324165028,-0.076767757
1.408037659,0.745809294
0.811178352,-0.267376064
1.615168887,1.851093543
1.709872121,0.607812802
1.35688887,1.748068638
1.055175954,0.64141138
0.540352246,1.614479708
0.271077596,1.861853929
-0.64493265,2.762668449
0.772562502,0.377895658
-0.559967132,1.517786301
3.142754208,1.028101901
1.843987875,1.96386095
0.533110226,1.683739007
1.099099441,0.790248567
0.536886664,-0.784054513
1.010464609,3.396557699
-0.071075971,1.12023298
0.79794944,0.628165035
0.538158368,3.760645197
1.327163614,1.286833399
-0.042924053,0.619211143
1.721103679,1.595616838
0.715530549,-0.445644501
0.821512104,1.793878785
1.192199976,0.029369542
0.382556611,1.336323387
1.053974131,0.426561152
1.6356565,2.321305647
-0.041811649,1.414417077
1.358397837,0.877151979
0.495002682,1.604940472
1.51768227,-0.900674852
-0.175277571,0.125594455
0.813013386,0.16971325
-0.770500612,0.049550691
0.820013043,0.769757908
1.728643869,-1.456597948
-0.112294859,1.30440424
2.188792313,1.060948692
1.568200912,1.194745131
0.225640882,0.663897454
-0.253254556,-0.202498969
-1.303595751,0.867412167
1.900246852,0.916856504
0.730254948,1.849639957
1.737480348,1.562055795
2.404405422,-0.675379452
1.355215903,2.643988285
2.079902498,1.839858928
0.814925023,1.717583621
2.245065904,0.829570133
0.804800884,2.066610028
3.242769241,1.134010642
0.04302151,0.822305099
0.195046943,-0.69731649
-0.062853738,1.179100739
-0.260173732,1.299669749
0.358130008,1.673955778
0.618401646,-0.611977993
1.280357806,1.381448856
-0.88872664,1.87666841
0.585749429,0.236107369
0.25815374,-0.709905323
1.213274238,-0.732720087
0.101970414,-0.922634242
0.667986192,0.247950844
0.137015458,1.087177072
-1.678683417,-1.359173092
0.801409662,1.210375387
1.595895915,2.745513123
0.72028663,1.680577367
2.273511516,1.305341215
0.975392601,1.133480557
0.944197335,0.953838205
0.273840681,1.062062612
1.485766308,0.490418984
2.879989427,0.746470096
2.145435226,1.628005577
-0.128725928,1.525481717
-1.142133249,1.127426496
2.176654532,2.03512503
1.500560143,0.966456283
1.34686254,0.93348094
0.500587867,0.628822693
0.14194692,-0.134602991
1.881330438,0.410084398
1.057429895,1.940214059
-1.000408971,0.281419666
0.23112016,1.032737989
0.809348298,0.806045824
0.115065844,1.697364504
1.225625184,2.629954473
0.154466708,0.436877745
0.565990394,0.872478037
0.733486214,-1.304385688
0.482744086,-0.17570666
1.177220136,2.553683904
0.026265129,0.521605534
0.161018351,-0.761320255
0.013215311,2.199680215
-0.530109374,0.842785899
1.885517647,1.069159604
1.440153035,0.964749054
-0.685008988,2.438324008
-0.305243373,-0.001881393
-0.979892942,2.699965231
0.426419972,1.113050842
0.468530283,-0.033304728
2.531681552,1.677335171
0.606032285,2.127526171
0.23959313,2.209411412
1.995623571,-0.036137267
1.114527285,1.718562179
0.571460639,1.144002976
0.911023956,-0.059534463
0.299320679,1.671807561
0.954696143,2.156320178
1.258451524,0.497853084
1.320606733,0.760365513
1.245847033,0.157992356
0.319369006,0.474494537
0.673892892,2.135500388
0.097791597,-0.193599916
0.762128039,2.040114125
1.713901366,1.297585929
0.739131836,2.690453405
0.859157798,2.681831724
2.479040838,-1.484057046
0.994068651,1.745684063
-0.087460278,0.478445423
0.92550576,-0.231255612
0.625874826,1.233111671
0.659519577,1.294387576
2.280814933,-0.614970776
0.672551049,1.604392861
0.315153585,-0.824583526
1.908114009,2.025149363
0.804542317,1.244636605
1.607751332,0.775051662
0.867730592,0.048952075
-0.000660266,0.977113138
0.239155279,0.237790489
-0.184750912,2.266433081
2.024161848,0.000505452
-1.153721069,2.305573252
-0.016748214,0.511079906
3.259659589,1.0760589
1.835707334,0.480885217
1.489015704,1.786552309
0.438060712,1.024780021
-0.916428432,-0.312504928
-0.360354013,0.17958659
-0.15182811,1.322099091
1.219015733,1.245894746
2.855080147,0.853443464
1.210369935,1.325036828
0.556288149,-0.260509598
-0.324279731,1.622433195
1.361568516,1.425851196
0.235448464,-0.34425249
2.751748696,0.927679837
0.370477538,1.878983082
0.031853876,0.018068266
1.984297918,1.443836264
2.564029637,0.756670667
-0.040297795,0.920662247
-0.22997919,0.515112547
0.993445597,1.803559813
1.419588025,0.401760319
0.949949415,-0.132373095
-0.297465621,1.750273064
2.423072574,-0.465278724
2.620405769,0.919905128
0.872348154,2.270898101
3.172029763,3.344076919
1.357217197,0.72852439
0.24072798,1.117703944
2.327692517,2.17628202
1.839471014,-0.320674285
2.743363172,0.867861651
2.659646034,2.374031116
0.381212838,1.354952578
2.494175732,1.193681479
0.738832904,0.402987748
0.568619794,-0.445827615
2.451674176,2.173241798
2.942590908,2.006372513
0.26043752,1.067064075
-1.1429798,0.449569389
0.295330954,3.410434483
-0.004277503,0.827245561
2.09897648,3.225737516
0.959631489,1.139207187
0.558615309,1.147542287
1.322800356,1.351678392
2.006738301,1.599402438
1.775560566,3.26644213
0.679333521,2.840281801
0.309251866,0.698401959
1.749742778,0.534574756
1.934215812,-0.269314318
0.013739066,1.507135952
0.733380213,-0.570202818
0.556502277,-0.314323132
0.296314065,2.648502651
0.957110052,-1.71634835
3.096516348,0.701355182
0.908064563,2.002672828
0.480102606,0.385934571
1.664744961,1.079943955
1.561041266,-1.356969141
2.318365083,-0.386734465
0.404983458,1.580504017
1.658322786,1.524095946
1.006872065,1.149813531
1.338384938,0.955003475
1.366892268,0.464490782
1.080410856,1.898133266
1.236151003,0.446841658
-0.893313485,1.087232383
1.432278312,-1.046912368
0.782755126,1.345860083
0.156248612,0.669030991
0.907666105,-0.209108791
-0.253616834,1.452202921
2.897147439,1.621417434
-0.848278636,3.224125154
0.875169525,0.974789011
0.488918001,0.452339883
1.027508497,-0.013408636
0.686118327,2.603700829
-0.523563773,-1.849623829
2.005185034,2.312922388
1.879574264,0.7526956
0.084159922,1.374209457
0.912086313,1.28442774
1.776586551,1.413493661
2.327821484,4.01028501
1.181968387,0.162098114
